Brand,Year,Age,Engine_Size,Horsepower,Mileage,Fuel_Efficiency,Owners,Condition,Fuel_Type,Transmission,Price
Ford,2011,13,2.0,114,163353,33.7,3,5.4,Hybrid,Manual,1600
Tesla,2015,9,1.6,87,119194,34.9,5,8.4,Diesel,Automatic,16300
Toyota,2020,4,3.5,220,52416,29.2,1,9.6,Petrol,Automatic,18300
Audi,2021,3,1.6,101,24619,42.8,2,9.9,Electric,Automatic,38500
Nissan,2021,3,1.6,133,25443,39.4,2,10.0,Diesel,Automatic,14300
Nissan,2021,3,1.2,65,42435,43.0,1,10.0,Petrol,Automatic,11600
Toyota,2023,1,1.0,60,10425,41.2,1,10.0,Petrol,Manual,21600
Mazda,2011,13,1.0,92,138553,35.6,4,3.6,Diesel,Automatic,1100
Audi,2012,12,3.0,185,131825,29.0,4,6.0,Petrol,Automatic,6100
BMW,2019,5,1.0,62,70238,39.5,2,7.5,Diesel,Manual,13400
Kia,2018,6,4.5,293,64461,25.6,2,10.0,Petrol,Manual,9600
Toyota,2015,9,3.0,177,88262,31.6,2,10.0,Petrol,Automatic,7200
BMW,2013,11,1.8,119,133837,34.3,5,7.1,Petrol,Automatic,7000
Ford,2019,5,4.0,228,59674,24.7,1,8.6,Diesel,Automatic,11900
Audi,2015,9,4.0,278,114713,29.0,2,7.0,Hybrid,Automatic,13900
Tesla,2015,9,1.8,128,113818,35.5,3,8.5,Diesel,Automatic,17000
Chevrolet,2011,13,2.0,135,173726,29.8,4,7.7,Diesel,Manual,2100
Mazda,2021,3,4.0,238,19804,27.7,1,10.0,Petrol,Manual,21700
Honda,2021,3,1.6,100,20129,40.5,2,10.0,Petrol,Automatic,16400
Ford,2011,13,3.5,203,149684,28.4,5,6.5,Hybrid,Automatic,3000
Tesla,2015,9,1.2,64,115857,43.6,4,7.0,Hybrid,Manual,13800
Audi,2016,8,1.4,102,91023,35.2,1,8.1,Diesel,Manual,10100
Hyundai,2010,14,1.6,126,168265,34.2,4,4.9,Petrol,Automatic,1100
Tesla,2022,2,3.5,243,38855,33.8,1,9.5,Petrol,Automatic,81900
Volkswagen,2021,3,3.5,204,45737,31.9,2,10.0,Hybrid,Manual,19600
Audi,2019,5,1.0,65,63198,41.8,2,10.0,Diesel,Automatic,17100
Toyota,2015,9,2.0,136,104798,28.3,4,7.2,Diesel,Automatic,5100
Toyota,2015,9,3.5,191,113225,37.3,5,8.3,Hybrid,Automatic,7400
Mercedes,2018,6,1.0,60,59552,41.9,2,9.7,Petrol,Automatic,18900
Hyundai,2017,7,1.0,60,78876,44.4,2,8.2,Petrol,Automatic,3800
Chevrolet,2015,9,3.0,193,100701,36.4,5,7.3,Diesel,Automatic,4300
Mazda,2012,12,4.5,282,156223,20.5,4,6.2,Petrol,Automatic,3400
Mazda,2014,10,4.0,250,120294,21.5,3,7.3,Diesel,Manual,5100
Hyundai,2015,9,2.0,136,114939,41.5,4,8.7,Petrol,Automatic,4000
Kia,2010,14,4.0,230,170952,22.3,5,6.2,Petrol,Manual,1700
Tesla,2015,9,1.8,148,105693,39.8,4,9.4,Petrol,Manual,18100
Mazda,2013,11,1.4,76,143459,40.9,3,8.7,Petrol,Manual,3300
Nissan,2010,14,2.5,148,168343,31.0,5,6.6,Diesel,Automatic,1700
Toyota,2021,3,2.5,166,40710,26.1,1,10.0,Electric,Manual,21800
Toyota,2016,8,4.0,210,87058,20.2,2,8.7,Hybrid,Manual,8700
Tesla,2014,10,1.6,93,106184,31.6,4,8.8,Diesel,Manual,16600
Kia,2017,7,2.5,144,66060,32.3,1,8.2,Hybrid,Manual,5500
Subaru,2022,2,4.0,226,21313,33.5,1,10.0,Diesel,Manual,29800
BMW,2020,4,1.8,106,57668,38.9,1,10.0,Electric,Automatic,29100
Ford,2023,1,1.0,60,15461,47.7,1,10.0,Hybrid,Automatic,19800
Audi,2010,14,1.0,60,178918,37.8,3,2.8,Petrol,Automatic,1700
Ford,2016,8,1.0,60,97754,41.6,3,8.7,Petrol,Manual,4100
Tesla,2014,10,2.5,166,120109,32.2,5,8.0,Hybrid,Manual,17900
Kia,2010,14,1.6,80,173106,34.0,2,5.6,Hybrid,Manual,1200
Volkswagen,2010,14,4.0,229,178818,25.7,5,6.6,Diesel,Automatic,2700
Tesla,2018,6,1.2,98,68501,40.4,3,9.2,Petrol,Automatic,27300
BMW,2016,8,1.6,101,99789,40.1,3,8.0,Diesel,Automatic,10300
Mazda,2013,11,1.4,96,133697,34.7,5,6.4,Diesel,Automatic,2800
Toyota,2020,4,1.6,116,49259,42.6,2,10.0,Petrol,Manual,11900
Tesla,2018,6,2.0,103,67549,37.8,2,8.4,Petrol,Manual,27200
Volkswagen,2022,2,4.5,273,28863,23.5,1,10.0,Petrol,Manual,26100
Tesla,2011,13,4.5,275,145141,27.3,2,6.5,Hybrid,Manual,13800
Ford,2015,9,3.0,194,95768,31.4,2,6.5,Hybrid,Automatic,4600
Mercedes,2018,6,2.5,158,56181,36.9,1,9.3,Petrol,Automatic,24600
Volkswagen,2010,14,1.8,107,172465,34.6,2,6.4,Diesel,Automatic,1700
Hyundai,2018,6,1.2,94,74494,42.2,1,7.8,Electric,Automatic,6300
Audi,2016,8,1.2,63,97536,39.9,1,7.9,Petrol,Manual,8800
Audi,2015,9,1.6,82,127801,37.0,5,8.6,Diesel,Automatic,10000
Subaru,2018,6,4.5,276,79171,23.0,2,10.0,Petrol,Manual,13900
BMW,2022,2,3.0,195,41660,42.4,1,10.0,Electric,Manual,51000
Audi,2017,7,1.4,88,71797,44.4,2,9.2,Diesel,Automatic,12600
Toyota,2022,2,4.0,223,17556,30.3,1,10.0,Petrol,Automatic,30500
Subaru,2019,5,1.6,109,49927,44.9,1,10.0,Petrol,Automatic,12700
Hyundai,2014,10,2.5,173,116896,27.9,5,6.6,Diesel,Manual,2900
Volkswagen,2012,12,1.0,60,135288,39.2,5,7.0,Petrol,Automatic,2000
Mercedes,2014,10,1.8,90,137697,36.4,5,7.6,Petrol,Automatic,8800
Tesla,2012,12,1.2,60,147548,35.4,2,7.5,Petrol,Automatic,10600
Mazda,2015,9,3.5,222,112622,24.3,5,8.6,Hybrid,Automatic,6900
Honda,2015,9,2.5,156,118010,31.8,3,5.9,Petrol,Automatic,4000
Ford,2022,2,4.0,231,19157,28.9,1,10.0,Petrol,Automatic,24300
Subaru,2014,10,1.0,60,113275,40.4,4,8.0,Diesel,Manual,3600
Tesla,2014,10,3.5,196,107831,30.9,2,7.8,Hybrid,Manual,18900
Ford,2019,5,3.5,237,46726,21.5,1,8.4,Diesel,Manual,9900
Toyota,2011,13,2.5,163,160584,36.2,4,6.8,Petrol,Manual,2500
Honda,2013,11,2.0,153,122610,31.7,3,8.5,Petrol,Manual,3800
Tesla,2022,2,1.4,89,11221,44.2,1,10.0,Petrol,Automatic,73100
Audi,2022,2,3.0,175,20417,32.3,1,10.0,Petrol,Manual,44800
Honda,2013,11,2.0,148,128005,34.9,3,6.6,Diesel,Automatic,3300
Subaru,2015,9,1.4,76,94954,35.8,5,6.4,Hybrid,Manual,4100
Ford,2021,3,2.5,143,35129,41.6,1,9.0,Petrol,Automatic,12700
Audi,2022,2,5.0,298,21899,26.7,1,10.0,Petrol,Automatic,58800
Toyota,2016,8,1.0,73,109669,42.7,2,10.0,Diesel,Manual,5500
Chevrolet,2016,8,1.4,99,81637,39.8,1,7.3,Petrol,Automatic,3600
Ford,2022,2,2.0,112,43584,41.5,1,10.0,Hybrid,Automatic,17000
Volkswagen,2023,1,4.0,237,15082,27.7,1,10.0,Hybrid,Automatic,34000
Mazda,2020,4,4.0,247,52792,32.4,2,10.0,Diesel,Manual,15200
Subaru,2023,1,4.0,236,8532,28.8,1,10.0,Petrol,Manual,36200
BMW,2022,2,1.4,74,13598,44.1,1,10.0,Diesel,Automatic,35900
Mercedes,2017,7,3.5,218,86571,32.4,2,10.0,Petrol,Manual,21600
Chevrolet,2018,6,1.2,70,65836,41.9,2,9.0,Petrol,Automatic,5700
Honda,2017,7,4.5,272,79867,23.0,2,10.0,Petrol,Automatic,10500
Volkswagen,2014,10,4.0,252,132334,25.0,5,6.2,Diesel,Manual,4200
Chevrolet,2022,2,3.0,156,38189,35.0,1,10.0,Hybrid,Automatic,20200
Nissan,2021,3,2.5,141,26741,35.7,1,10.0,Diesel,Automatic,13700
Ford,2018,6,3.5,210,72756,28.2,2,10.0,Petrol,Automatic,10000
Chevrolet,2013,11,1.6,89,111228,35.8,2,6.0,Petrol,Automatic,2000
Honda,2022,2,2.5,156,6646,37.2,1,10.0,Hybrid,Automatic,29400
Honda,2013,11,3.5,200,143188,30.8,2,8.1,Petrol,Manual,4400
Subaru,2013,11,2.0,114,123875,34.0,5,7.8,Petrol,Automatic,3900
Chevrolet,2021,3,2.5,148,35206,37.5,2,10.0,Petrol,Automatic,15000
Nissan,2019,5,1.0,60,57887,39.9,1,10.0,Petrol,Automatic,7800
Nissan,2016,8,3.5,188,95608,28.2,2,7.9,Diesel,Automatic,5300
BMW,2023,1,1.8,101,15211,43.3,1,10.0,Diesel,Automatic,42400
Subaru,2012,12,4.0,254,148935,23.6,3,6.2,Diesel,Automatic,3800
Nissan,2012,12,1.2,80,135394,33.7,5,4.6,Diesel,Automatic,1500
Toyota,2023,1,2.5,148,27330,40.6,1,10.0,Diesel,Automatic,24800
Toyota,2017,7,1.0,60,78045,41.6,2,9.8,Petrol,Manual,6100
Kia,2010,14,2.0,125,179408,29.5,2,6.0,Diesel,Manual,1500
Toyota,2011,13,1.8,130,144684,32.8,4,5.7,Petrol,Automatic,2100
Kia,2012,12,4.0,260,139012,22.0,4,7.0,Petrol,Manual,2400
Mercedes,2020,4,2.0,89,51061,37.6,1,9.4,Diesel,Automatic,25500
Toyota,2011,13,1.2,77,168470,40.1,3,7.3,Petrol,Automatic,2300
Ford,2013,11,2.5,165,129419,35.8,5,7.2,Petrol,Automatic,3300
Volkswagen,2013,11,1.8,82,147512,38.1,3,6.8,Petrol,Automatic,2800
Chevrolet,2019,5,1.4,66,64010,43.0,1,10.0,Hybrid,Automatic,9100
Honda,2013,11,5.0,300,132464,16.8,5,7.4,Diesel,Manual,5400
Hyundai,2022,2,2.5,178,0,35.0,1,10.0,Diesel,Automatic,20000
Nissan,2011,13,4.0,258,156824,22.4,3,5.5,Petrol,Manual,2100
Nissan,2013,11,2.5,142,121466,37.4,2,7.1,Hybrid,Manual,3300
Mercedes,2014,10,1.8,104,134184,35.0,4,6.6,Petrol,Automatic,7800
Kia,2020,4,5.0,307,47282,22.9,1,10.0,Petrol,Automatic,15100
Mercedes,2020,4,3.5,183,62579,33.2,2,10.0,Diesel,Manual,31400
Toyota,2022,2,1.6,109,39847,35.2,1,10.0,Petrol,Manual,16300
Ford,2011,13,3.0,180,165126,29.8,3,7.6,Diesel,Manual,2800
Volkswagen,2012,12,2.5,139,149476,31.9,5,5.6,Petrol,Automatic,2200
Kia,2016,8,4.0,249,106425,24.6,2,6.0,Petrol,Automatic,3900
Ford,2016,8,4.5,275,110554,21.7,1,8.7,Petrol,Automatic,7100
Kia,2013,11,3.0,192,124396,28.3,4,6.8,Petrol,Manual,2300
Chevrolet,2020,4,1.6,72,42086,41.8,1,9.0,Petrol,Automatic,8800
Honda,2016,8,3.0,168,109603,33.4,1,7.2,Electric,Automatic,7800
Audi,2022,2,3.0,192,17697,36.6,1,8.6,Petrol,Manual,34400
Volkswagen,2013,11,3.0,166,141416,33.0,3,8.1,Electric,Manual,5000
Subaru,2021,3,3.5,183,28317,31.3,1,10.0,Hybrid,Manual,24100
Hyundai,2012,12,5.0,303,165297,22.2,5,7.2,Petrol,Manual,3300
Honda,2020,4,3.0,175,36953,27.8,1,10.0,Hybrid,Automatic,18400
Mercedes,2016,8,4.0,236,115209,25.6,3,9.1,Diesel,Automatic,20400
BMW,2012,12,1.0,82,125616,38.1,3,6.0,Hybrid,Automatic,5600
BMW,2015,9,3.0,194,97360,35.5,3,8.3,Hybrid,Manual,13900
Subaru,2022,2,4.5,254,41839,31.5,1,10.0,Petrol,Automatic,29200
BMW,2013,11,3.5,217,140117,28.0,4,6.4,Petrol,Automatic,8200
Hyundai,2021,3,3.5,187,28036,33.0,1,10.0,Petrol,Automatic,15100
Volkswagen,2019,5,1.2,86,64126,42.4,2,10.0,Diesel,Automatic,8400
Ford,2012,12,5.0,299,143883,19.7,4,6.7,Hybrid,Manual,3700
Kia,2014,10,4.0,214,119679,25.1,5,9.6,Petrol,Automatic,4600
Kia,2013,11,3.5,222,130358,30.6,5,6.8,Hybrid,Automatic,3000
Tesla,2012,12,2.0,107,133010,36.1,2,6.9,Hybrid,Automatic,11400
Ford,2019,5,4.5,293,75723,24.2,1,10.0,Diesel,Automatic,11400
Audi,2010,14,5.0,299,185392,14.8,5,3.9,Diesel,Automatic,4200
Subaru,2013,11,1.6,88,127959,36.0,3,8.0,Petrol,Automatic,3800
Ford,2021,3,4.0,240,35927,25.1,2,10.0,Petrol,Automatic,19100
Audi,2013,11,4.5,275,120233,24.8,5,5.0,Diesel,Automatic,7300
Kia,2017,7,1.0,96,108412,42.8,3,7.7,Petrol,Automatic,3100
Mercedes,2018,6,1.0,60,54742,42.1,2,10.0,Petrol,Automatic,21200
BMW,2012,12,4.0,240,155559,27.2,5,7.3,Diesel,Automatic,9100
Chevrolet,2017,7,3.0,166,102512,32.6,1,8.2,Electric,Automatic,8000
Audi,2023,1,1.2,95,25632,45.3,1,10.0,Diesel,Automatic,35600
Mercedes,2010,14,5.0,289,156743,17.9,4,3.9,Petrol,Automatic,4700
Nissan,2015,9,1.8,95,104327,37.4,3,8.6,Hybrid,Automatic,4400
Mercedes,2021,3,2.5,135,48704,35.0,2,10.0,Petrol,Manual,32400
Subaru,2022,2,1.4,96,20675,41.9,1,10.0,Petrol,Automatic,20600
Toyota,2015,9,4.0,232,125141,22.4,4,7.8,Petrol,Manual,6200
Mercedes,2021,3,2.5,173,33130,39.5,1,9.7,Diesel,Automatic,39500
Audi,2020,4,5.0,319,57603,17.6,2,10.0,Petrol,Manual,32600
Tesla,2017,7,2.5,164,80322,36.1,3,9.6,Hybrid,Automatic,28300
Ford,2021,3,3.0,181,54060,41.5,2,10.0,Diesel,Automatic,15400
Subaru,2018,6,1.2,60,73950,42.6,1,9.0,Diesel,Automatic,7800
Toyota,2018,6,3.0,164,71484,37.7,3,10.0,Petrol,Automatic,11300
Nissan,2023,1,1.8,115,27602,34.6,1,10.0,Hybrid,Manual,19700
Honda,2014,10,2.5,145,113282,28.7,2,6.9,Hybrid,Automatic,4500
Volkswagen,2019,5,3.0,192,69458,35.7,1,8.6,Petrol,Manual,8700
Tesla,2021,3,2.5,151,61472,30.0,2,10.0,Hybrid,Automatic,63100
Nissan,2023,1,3.0,201,0,33.6,1,10.0,Petrol,Automatic,24800
Nissan,2014,10,3.5,205,123180,32.4,3,8.9,Hybrid,Automatic,5200
Audi,2011,13,2.0,106,166462,38.3,3,4.8,Diesel,Automatic,4100
Hyundai,2012,12,2.0,110,152025,35.7,2,5.9,Petrol,Automatic,1900
Tesla,2011,13,2.5,141,160403,32.0,3,6.9,Diesel,Automatic,9900
Volkswagen,2020,4,3.5,215,49312,32.5,1,10.0,Diesel,Automatic,14200
Mazda,2022,2,1.6,105,29177,38.3,1,10.0,Petrol,Manual,17000
Hyundai,2018,6,3.0,192,92598,33.7,2,9.2,Diesel,Automatic,7600
Chevrolet,2016,8,5.0,316,97380,15.3,1,7.6,Diesel,Manual,6600
Honda,2021,3,1.0,89,26177,39.7,2,10.0,Petrol,Manual,16100
Toyota,2022,2,4.5,262,29766,30.5,1,10.0,Diesel,Automatic,31000
Volkswagen,2016,8,1.6,98,76683,41.3,2,6.3,Petrol,Manual,3500
Subaru,2013,11,4.0,216,126320,25.5,2,8.0,Electric,Manual,7200
BMW,2015,9,1.2,67,91475,39.2,3,7.5,Petrol,Automatic,8100
Nissan,2011,13,2.0,126,163241,28.2,2,6.2,Diesel,Manual,1700
Ford,2016,8,1.8,116,103689,34.7,2,8.8,Petrol,Automatic,5000
BMW,2020,4,2.0,127,57806,39.4,2,10.0,Diesel,Manual,25300
Audi,2015,9,1.2,66,123983,41.8,3,9.2,Electric,Manual,11100
Honda,2014,10,2.0,149,129753,35.8,2,7.1,Petrol,Automatic,4000
Chevrolet,2011,13,3.0,161,156814,27.9,5,5.4,Petrol,Manual,1700
Subaru,2021,3,2.5,159,45288,37.9,1,9.0,Petrol,Automatic,16600
Ford,2020,4,3.0,155,51268,28.9,1,8.3,Hybrid,Automatic,12300
Nissan,2019,5,3.0,187,79195,33.6,2,10.0,Diesel,Automatic,8700
Honda,2022,2,4.5,249,41001,31.7,1,10.0,Petrol,Automatic,23600
Honda,2016,8,1.0,60,100837,37.6,1,7.1,Diesel,Manual,4100
Hyundai,2010,14,5.0,312,166058,21.8,5,6.0,Petrol,Automatic,2300
Tesla,2010,14,1.8,81,163667,29.1,5,4.6,Petrol,Automatic,4800
Tesla,2022,2,1.4,60,9288,43.0,1,10.0,Diesel,Automatic,71200
Audi,2013,11,3.0,207,139544,29.4,2,7.3,Hybrid,Automatic,9300
Mercedes,2014,10,4.0,235,119334,26.3,4,5.4,Petrol,Automatic,9400
Chevrolet,2010,14,3.0,213,166055,31.9,4,6.1,Petrol,Automatic,1900
Kia,2012,12,1.4,72,151215,38.1,5,5.3,Petrol,Automatic,1500
Ford,2015,9,5.0,284,116634,20.5,5,7.1,Diesel,Automatic,5300
Volkswagen,2021,3,2.5,137,25411,33.9,2,10.0,Petrol,Automatic,15900
Subaru,2020,4,1.4,71,37993,39.4,1,10.0,Petrol,Manual,13600
Mazda,2011,13,4.0,256,163736,19.5,5,6.7,Petrol,Automatic,3100
Hyundai,2019,5,3.5,212,67022,34.4,2,10.0,Diesel,Automatic,9900
Honda,2010,14,1.8,137,161660,33.8,4,5.5,Hybrid,Manual,1900
Nissan,2020,4,3.0,153,47612,37.8,2,9.8,Petrol,Automatic,11300
Nissan,2010,14,3.5,213,176266,30.0,5,5.2,Diesel,Automatic,1700
Honda,2014,10,1.2,68,112104,38.8,5,6.7,Petrol,Automatic,3200
Toyota,2020,4,4.5,258,62984,27.2,1,9.3,Diesel,Automatic,18700
Nissan,2018,6,3.5,194,75744,32.2,3,8.9,Hybrid,Manual,8000
Volkswagen,2014,10,4.0,279,124022,26.7,3,6.5,Diesel,Automatic,4000
Volkswagen,2021,3,1.4,78,41438,43.1,1,10.0,Diesel,Manual,13200
Tesla,2022,2,5.0,298,22159,21.7,1,10.0,Hybrid,Manual,108800
Kia,2016,8,1.6,113,97669,38.6,1,10.0,Hybrid,Automatic,4700
Audi,2018,6,4.5,248,80784,25.2,3,10.0,Petrol,Automatic,23500
Toyota,2019,5,1.0,60,45760,41.0,1,10.0,Petrol,Automatic,10600
Chevrolet,2010,14,1.0,60,158112,38.5,5,4.5,Petrol,Automatic,1000
Subaru,2023,1,3.5,231,4703,34.8,1,10.0,Hybrid,Automatic,43200
Audi,2020,4,3.5,217,32093,27.9,2,10.0,Diesel,Manual,33700
Audi,2023,1,1.6,90,12357,41.0,1,10.0,Petrol,Automatic,39400
Tesla,2017,7,2.0,115,80327,35.2,1,9.6,Hybrid,Automatic,28100
Chevrolet,2013,11,4.0,269,109544,25.1,3,6.0,Petrol,Automatic,3200
Nissan,2014,10,2.5,144,126225,35.0,2,5.7,Diesel,Manual,2500
Chevrolet,2013,11,3.0,137,123673,31.1,5,6.1,Petrol,Automatic,2800
Audi,2015,9,1.8,96,110274,38.4,4,7.8,Petrol,Automatic,8500
Nissan,2022,2,1.2,64,33238,47.4,1,10.0,Diesel,Automatic,12300
Mazda,2013,11,4.0,247,131893,22.9,3,7.7,Petrol,Automatic,4400
Ford,2020,4,1.0,68,68267,40.3,1,9.6,Petrol,Manual,7900
Audi,2016,8,5.0,269,92177,20.9,3,7.8,Petrol,Automatic,16000
Honda,2014,10,1.0,80,120118,37.1,2,7.8,Hybrid,Automatic,4100
Volkswagen,2014,10,4.5,287,104743,22.5,4,8.3,Petrol,Automatic,5500
Volkswagen,2015,9,2.0,112,100121,37.0,3,8.2,Petrol,Manual,3700
Honda,2019,5,2.0,120,52333,42.1,1,9.7,Diesel,Manual,10700
Subaru,2016,8,4.0,262,110789,26.3,2,8.6,Diesel,Automatic,8700
Ford,2013,11,4.0,240,131671,17.3,4,5.9,Petrol,Automatic,3200
Mercedes,2019,5,3.5,222,58588,32.3,2,9.7,Diesel,Automatic,30200
Ford,2012,12,2.0,103,154348,33.3,2,6.7,Hybrid,Manual,2500
Tesla,2017,7,1.0,60,77382,42.3,3,10.0,Diesel,Automatic,22000
Audi,2022,2,1.8,124,54934,39.9,1,10.0,Diesel,Automatic,30600
Audi,2019,5,1.4,80,62466,44.4,2,9.4,Diesel,Manual,17700
Kia,2022,2,5.0,310,14309,23.3,1,10.0,Diesel,Automatic,23200
Tesla,2011,13,5.0,283,156131,16.2,3,7.1,Petrol,Automatic,13200
Volkswagen,2022,2,1.4,60,19932,39.4,1,9.8,Hybrid,Automatic,16200
Honda,2023,1,1.8,90,13433,40.2,1,10.0,Petrol,Manual,21800
Audi,2014,10,1.6,109,126418,33.9,3,6.8,Hybrid,Automatic,7500
Mercedes,2018,6,1.0,60,63614,39.8,1,9.0,Diesel,Manual,16000
Hyundai,2020,4,5.0,296,63422,26.0,2,10.0,Petrol,Automatic,15700
Volkswagen,2013,11,5.0,322,139233,18.0,5,7.5,Diesel,Automatic,5100
BMW,2018,6,1.4,67,80873,43.0,3,10.0,Diesel,Automatic,15900
Honda,2012,12,4.0,254,136703,26.1,5,6.3,Petrol,Automatic,3500
BMW,2018,6,4.5,278,59709,26.1,3,8.7,Petrol,Manual,24600
Honda,2017,7,2.5,179,83119,32.6,1,8.4,Petrol,Automatic,7000
BMW,2020,4,3.0,173,48017,33.4,2,8.7,Petrol,Automatic,27800
Volkswagen,2018,6,1.8,114,79094,37.6,2,7.4,Petrol,Automatic,5300
Audi,2019,5,1.6,93,60654,38.8,1,9.3,Diesel,Automatic,16400
Chevrolet,2022,2,4.0,230,23237,32.4,1,10.0,Petrol,Automatic,22700
Honda,2017,7,2.5,160,99392,35.3,1,8.5,Diesel,Automatic,7500
Volkswagen,2021,3,1.0,60,53139,44.1,2,10.0,Petrol,Automatic,11700
Subaru,2016,8,2.0,94,83456,41.8,2,9.2,Diesel,Manual,6000
Subaru,2022,2,3.0,175,16963,35.9,1,10.0,Petrol,Manual,27600
Audi,2018,6,5.0,321,63776,15.7,2,10.0,Diesel,Automatic,30400
Subaru,2019,5,1.6,81,62136,35.6,2,9.6,Hybrid,Automatic,12500
Chevrolet,2022,2,4.0,218,27749,30.2,1,10.0,Petrol,Automatic,21600
Mercedes,2012,12,4.0,237,146345,26.2,3,5.4,Hybrid,Manual,9100
Toyota,2021,3,4.5,265,41725,24.8,1,10.0,Diesel,Automatic,24600
Toyota,2018,6,1.6,82,65493,38.0,2,8.8,Hybrid,Automatic,9400
Volkswagen,2022,2,3.0,177,15502,41.6,1,10.0,Hybrid,Automatic,26300
Tesla,2013,11,4.5,261,140601,24.4,2,7.6,Hybrid,Manual,20100
Volkswagen,2021,3,1.8,99,39270,37.8,1,10.0,Diesel,Automatic,14100
Audi,2013,11,1.2,72,144855,38.3,4,5.8,Diesel,Automatic,5100
Mercedes,2016,8,1.0,62,106599,37.4,2,7.4,Petrol,Automatic,9700
Mercedes,2021,3,1.0,69,34680,45.2,2,10.0,Petrol,Automatic,31600
Nissan,2020,4,1.4,102,54867,42.3,2,10.0,Diesel,Automatic,9600
Tesla,2015,9,3.0,174,104308,29.8,3,9.4,Hybrid,Automatic,26800
Audi,2011,13,4.5,274,163675,21.9,5,6.5,Petrol,Automatic,7600
Mercedes,2022,2,1.0,65,20156,42.5,1,10.0,Diesel,Manual,35900
Ford,2016,8,5.0,311,98893,22.0,3,8.9,Petrol,Automatic,6800
Mercedes,2011,13,1.4,66,144735,33.9,5,6.2,Diesel,Automatic,4900
Mercedes,2013,11,1.6,110,132088,32.3,3,7.9,Petrol,Automatic,9000
Toyota,2011,13,4.0,268,165409,25.8,3,7.6,Petrol,Automatic,4200
Toyota,2017,7,2.5,143,73367,34.9,1,9.4,Petrol,Manual,7600
Honda,2013,11,2.5,136,133834,32.1,2,6.9,Petrol,Automatic,3200
Ford,2012,12,1.2,64,136670,35.3,4,6.2,Diesel,Automatic,2000
Nissan,2022,2,3.0,200,15289,39.8,1,10.0,Petrol,Manual,18600
Volkswagen,2013,11,3.5,214,123648,32.0,3,8.9,Petrol,Automatic,4500
Chevrolet,2023,1,5.0,314,11305,28.1,1,10.0,Petrol,Automatic,28400
Volkswagen,2014,10,5.0,285,100258,19.6,2,6.2,Diesel,Automatic,4600
Toyota,2013,11,1.0,60,142485,39.0,2,5.9,Diesel,Manual,2400
Ford,2014,10,1.2,67,139310,33.6,5,5.2,Petrol,Automatic,2200
Chevrolet,2012,12,1.4,64,131109,36.0,2,5.9,Hybrid,Automatic,2000
BMW,2020,4,1.4,96,38338,37.0,1,10.0,Petrol,Manual,25500
Audi,2017,7,1.8,98,95883,37.6,3,9.0,Hybrid,Automatic,13800
Mercedes,2022,2,1.8,115,15590,36.9,1,10.0,Petrol,Automatic,43500
Honda,2018,6,1.0,74,66025,43.7,1,10.0,Petrol,Automatic,7900
Subaru,2021,3,1.4,69,17790,41.6,1,9.2,Petrol,Manual,16400
Honda,2016,8,3.0,177,89065,28.4,1,9.6,Hybrid,Automatic,9100
Ford,2021,3,1.8,83,27314,33.0,2,9.8,Diesel,Automatic,13600
Nissan,2013,11,1.0,60,127508,42.7,5,8.3,Diesel,Automatic,2600
Tesla,2014,10,2.0,123,111919,35.2,3,6.3,Hybrid,Automatic,14100
Audi,2013,11,1.0,60,127750,39.1,4,7.6,Petrol,Automatic,6400
Kia,2011,13,3.5,207,158812,25.2,5,6.4,Petrol,Automatic,2000
Tesla,2020,4,3.0,161,32697,32.6,1,10.0,Hybrid,Manual,70800
Toyota,2015,9,4.0,231,117227,20.2,5,8.5,Diesel,Manual,6600
Hyundai,2011,13,2.0,127,148840,36.3,3,6.1,Petrol,Automatic,1600
Toyota,2011,13,3.0,228,147898,26.6,3,5.2,Hybrid,Automatic,2700
Chevrolet,2016,8,3.0,176,80494,27.8,2,7.7,Diesel,Automatic,5200
Volkswagen,2010,14,2.0,71,170971,33.0,3,5.4,Petrol,Manual,1400
Mercedes,2018,6,4.5,283,71291,24.8,2,9.0,Diesel,Manual,25000
Audi,2018,6,1.8,117,92773,44.6,1,9.4,Electric,Automatic,20900
Nissan,2011,13,2.5,132,150516,31.2,5,6.1,Diesel,Manual,1800
Chevrolet,2013,11,3.0,183,118433,26.3,5,6.3,Diesel,Manual,3000
Mazda,2014,10,3.5,193,110297,23.6,4,7.1,Petrol,Automatic,4300
Nissan,2022,2,1.2,90,32528,39.4,1,9.2,Petrol,Automatic,12400
Mercedes,2011,13,3.0,189,165140,25.5,4,6.5,Petrol,Manual,6800
Volkswagen,2016,8,1.4,81,109385,36.9,1,7.0,Petrol,Automatic,3600
Tesla,2016,8,3.0,179,91906,27.8,3,8.4,Diesel,Automatic,22700
Hyundai,2012,12,1.4,97,143184,37.0,5,4.3,Petrol,Manual,1200
Nissan,2014,10,1.0,71,121714,41.8,3,7.7,Diesel,Automatic,2900
Kia,2011,13,2.0,107,167356,32.5,2,7.2,Hybrid,Automatic,2100
Hyundai,2019,5,1.0,60,53664,36.8,1,8.7,Diesel,Automatic,6200
Subaru,2019,5,5.0,329,63772,21.9,2,10.0,Hybrid,Automatic,23600
Mazda,2014,10,2.0,113,128314,37.4,4,5.8,Diesel,Automatic,2700
Hyundai,2012,12,1.2,60,170983,38.7,5,5.5,Petrol,Automatic,1600
